Rk,Player,Nation,Pos,Squad,Comp,Born,MP,Starts,Min,90s,Gls,Ast,G+A,PK,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Ast,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Cmp_P,Att_P,SCA,SCA90,GCA,Err,Tkl,TklW,Blocks,Int,Tkl+Int,Clr
1175,Junya Ito,jp JPN,FW,Reims,fr Ligue 1,1993,24,24,2080,23.1,4,3,7,0,0,0,3.7,3.7,5.9,9.7,89,108,221,0.13,1217,11,152,435,657,665,993,102,4.41,8,1,27,19,28,12,39,8
1176,Marko Ivezić,rs SRB,DF,Holstein Kiel,de Bundesliga,2001,17,13,1290,14.3,0,0,0,0,2,0,0.5,0.5,0.2,0.7,3,29,8,0,897,134,495,381,29,608,707,10,0.7,0,2,24,15,22,23,47,74
1177,Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,1996,27,26,2208,24.5,7,3,10,0,1,0,3.6,3.6,5.1,8.7,107,160,186,0.12,1375,28,186,542,669,850,1129,105,4.28,12,0,30,17,17,9,39,25
1178,Armando Izzo,it ITA,DF,Monza,it Serie A,1992,24,23,2019,22.4,0,1,1,0,10,0,0.3,0.3,0.8,1.1,11,66,11,0.04,1491,216,843,575,84,1105,1255,19,0.85,1,0,37,15,35,37,74,80
1179,Fellipe Jack,br BRA,DF,Como,it Serie A,2006,6,0,126,1.4,0,0,0,0,1,0,0,0,0.1,0.1,0,5,1,0,93,4,51,38,4,52,70,2,1.42,0,0,5,1,1,4,9,5
1180,Nicolas Jackson,sn SEN,FW,Chelsea,eng Premier League,2001,23,22,1736,19.3,9,5,14,0,5,0,11.4,11.4,4,15.4,41,27,94,0.26,544,19,41,226,285,231,308,62,3.22,10,0,17,10,12,2,19,15
1181,Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,2005,4,4,327,3.6,0,0,0,0,0,0,0.4,0.4,0,0.4,3,16,0,0,234,27,92,128,15,158,178,2,0.55,0,0,12,8,0,11,23,27
1182,Lee Jae-sung,kr KOR,MF,Mainz 05,de Bundesliga,1992,23,21,1848,20.5,6,3,9,0,4,0,3.6,3.6,4.2,7.8,20,78,113,0.15,946,31,166,431,360,538,709,51,2.49,9,0,30,16,24,26,56,29
1183,Ivan Jaime Pajuelo,es ESP,MF,Valencia,es La Liga,2000,4,2,175,1.9,0,0,0,0,0,0,0.1,0.1,0.3,0.4,6,11,11,0,102,0,7,35,62,62,76,8,4.11,0,0,4,2,1,2,6,0
1184,Kristijan Jakić,hr CRO,MF,Augsburg,de Bundesliga,1997,21,20,1640,18.2,0,1,1,0,1,0,0.6,0.6,0.6,1.2,23,75,37,0.05,939,50,223,530,193,589,729,30,1.65,5,1,36,16,32,23,59,36
1185,Karl Jakob Hein,ee EST,GK,Valladolid,es La Liga,2002,26,26,2340,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,896,1044,15,0,731,986,3,0.12,0,1,0,0,0,0,0,16
1186,Ismail Jakobs,sn SEN,DF,Monaco,fr Ligue 1,1999,2,2,180,2,0,0,0,0,0,0,0,0,0.2,0.2,9,6,17,0,121,6,25,50,46,85,105,8,4,1,0,5,5,0,2,7,6
1187,Jordan James,wls WAL,MF,Rennes,fr Ligue 1,2004,15,11,904,10,0,1,1,0,4,0,0.7,0.7,1.6,2.3,17,52,11,0.1,572,12,101,313,160,392,471,33,3.29,5,1,21,12,12,11,32,14
1188,Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,1999,10,7,600,6.7,1,0,1,0,1,0,0.2,0.2,0.3,0.4,5,37,5,0,575,25,169,313,97,438,517,11,1.65,1,2,7,7,10,7,14,12
1189,Vitaly Janelt,de GER,MF,Brentford,eng Premier League,1998,26,23,1954,21.7,1,3,4,0,3,0,0.7,0.7,2.2,2.9,13,67,32,0.14,1114,107,357,503,262,756,912,28,1.29,3,1,33,20,27,25,58,46
1190,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,es La Liga,1995,8,3,315,3.5,2,1,3,0,3,0,0.5,0.5,0.7,1.2,13,20,30,0.29,232,4,19,105,109,126,178,22,6.29,5,0,6,4,4,0,6,2
1191,Vitezslav Jaros,cz CZE,GK,Liverpool,eng Premier League,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0
1192,Ali Jasim,iq IRQ,"FW,DF",Como,it Serie A,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,0,6,4,1,7,9,1,9,0,0,1,0,0,0,1,0
1193,Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,2003,23,17,1453,16.1,2,1,3,0,4,1,0.7,0.7,1.3,2.1,11,80,21,0.06,935,20,173,557,212,620,752,53,3.28,7,2,55,30,15,20,75,16
1194,Dominik Javorček,sk SVK,"DF,MF",Holstein Kiel,de Bundesliga,2002,12,4,384,4.3,0,2,2,0,2,0,0,0,0.7,0.7,7,4,23,0.47,217,30,100,60,57,113,161,5,1.17,2,1,3,0,7,5,8,24
1195,Gaby Jean,fr FRA,DF,Lecce,it Serie A,2000,16,13,1198,13.3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,32,3,0,862,116,508,337,22,632,746,3,0.23,0,0,13,7,12,8,21,61
1196,Daniel Jebbison,eng ENG,FW,Bournemouth,eng Premier League,2003,8,0,64,0.7,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,2,8,0,43,2,4,17,22,21,25,5,7.03,0,0,1,0,1,1,2,1
1197,Finn Jeltsch,de GER,DF,Stuttgart,de Bundesliga,2006,3,2,183,2,0,0,0,0,1,0,0,0,0,0,2,6,2,0,152,12,59,89,4,121,133,0,0,0,1,3,3,7,2,5,4
1198,Malcolm Jeng,se SWE,DF,Reims,fr Ligue 1,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,3,18,6,2,18,21,0,0,0,0,0,0,0,3,3,1
1199,Fredrik Jensen,fi FIN,MF,Augsburg,de Bundesliga,1997,12,4,369,4.1,0,0,0,0,0,0,0.5,0.5,0.5,1,7,11,29,0,165,12,27,60,81,76,114,10,2.44,0,0,3,3,6,1,4,12
1200,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,1996,15,8,720,8,0,1,1,0,1,0,0.2,0.2,1.5,1.7,6,50,24,0.12,455,19,103,188,165,292,392,34,4.25,3,1,9,8,10,6,15,9
1201,Moritz Jenz,de GER,DF,Mainz 05,de Bundesliga,1999,13,12,1060,11.8,0,0,0,0,3,0,0.7,0.7,0.2,0.9,1,32,3,0,778,118,416,339,26,518,615,8,0.68,0,0,28,18,13,15,43,83
1202,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,1997,17,6,608,6.8,3,0,3,0,4,0,3,3,0.7,3.7,15,19,57,0,299,9,28,108,165,156,203,18,2.66,4,0,10,6,10,4,14,8
1203,Juan Jesus,br BRA,DF,Napoli,it Serie A,1991,10,10,888,9.9,0,1,1,0,2,0,0.2,0.2,0,0.2,3,48,2,0.1,834,64,325,505,6,694,761,7,0.71,1,0,21,11,9,6,27,33
1204,Alejandro Jiménez,es ESP,"DF,FW",Milan,it Serie A,2005,12,7,721,8,0,0,0,0,3,0,0.5,0.5,0.8,1.4,38,26,53,0,454,13,102,180,179,276,346,24,3,1,0,15,8,15,8,23,16
1205,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,1991,27,21,1706,19,9,3,12,3,3,0,9.7,7.3,2.7,10,27,40,95,0.16,700,23,74,302,333,314,447,46,2.43,6,3,22,13,17,9,31,12
1206,Kim Jisoo,kr KOR,DF,Brentford,eng Premier League,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,1,14,12,3,24,27,0,0,0,0,0,0,0,0,0,2
1207,João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,2001,21,18,1519,16.9,7,6,13,2,3,0,5.7,4.1,3.6,7.7,54,58,103,0.36,717,8,43,302,383,376,512,52,3.08,8,0,10,6,8,6,16,8
1208,John Joe,ie IRL,"MF,FW",Getafe,es La Liga,2003,4,0,48,0.5,0,0,0,0,1,0,0.1,0.1,0,0.1,1,0,6,0,33,1,5,10,18,16,20,0,0,0,0,0,0,1,0,0,1
1209,John Joe,ie IRL,MF,Reims,fr Ligue 1,2003,5,4,329,3.7,0,0,0,0,0,0,0,0,0,0,3,10,3,0,156,8,57,72,33,78,115,3,0.82,0,0,13,8,5,5,18,4
1210,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,1996,23,23,1914,21.3,4,1,5,0,9,0,3.7,3.7,1.6,5.2,33,98,96,0.05,1106,55,216,540,359,698,839,48,2.26,6,1,47,27,32,20,67,40
1211,Jofre,es ESP,"MF,FW",Espanyol,es La Liga,2001,24,19,1554,17.3,2,3,5,0,5,0,2.3,2.3,1.7,4,42,38,96,0.17,565,15,98,217,262,242,348,44,2.55,5,0,16,11,4,12,28,21
1212,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,2000,10,6,541,6,0,1,1,0,0,0,0.6,0.6,0.7,1.4,12,19,30,0.17,248,5,31,112,109,125,191,19,3.16,3,1,6,3,5,4,10,5
1213,Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,1994,5,4,365,4.1,0,0,0,0,0,0,0,0,0.3,0.3,0,8,0,0,273,60,183,82,12,194,223,5,1.23,0,1,4,2,7,6,10,25
1214,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,eng Premier League,2000,16,9,929,10.3,0,1,1,0,3,0,0.4,0.4,0.6,1,11,18,20,0.1,456,42,182,165,111,235,316,17,1.65,4,0,29,18,12,11,40,32
1215,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,2001,24,18,1672,18.6,9,2,11,0,4,0,9.2,9.2,1.6,10.8,51,55,162,0.11,672,14,68,224,391,356,497,41,2.21,6,0,34,21,18,4,38,11
1216,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,122,142,0,0,107,129,0,0,0,0,0,0,0,0,0,3
1217,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,1993,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,229,304,2,0,184,278,2,0.29,0,0,0,0,0,0,0,7
1218,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,2000,17,8,762,8.5,0,1,1,0,3,1,0.4,0.4,1.1,1.5,24,39,52,0.12,623,23,188,284,156,327,478,23,2.72,3,5,37,24,13,21,58,27
1219,Curtis Jones,eng ENG,"MF,FW",Liverpool,eng Premier League,2001,23,12,1122,12.5,3,3,6,0,3,1,3.5,3.5,0.5,3.9,13,63,50,0.24,765,19,113,409,248,596,638,29,2.33,6,1,26,13,12,4,30,6
1220,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,1997,15,4,597,6.6,2,1,3,0,2,0,0.6,0.6,1.5,2.1,15,54,9,0.15,563,8,70,373,120,494,531,24,3.62,6,0,7,3,4,3,10,5
1221,Joan Jordán,es ESP,MF,Alavés,es La Liga,1994,15,8,857,9.5,4,2,6,2,1,0,3.2,1.6,1.7,3.3,4,64,24,0.21,636,16,86,371,185,392,558,33,3.46,3,0,21,13,8,7,28,11
1222,Jorginho,it ITA,MF,Arsenal,eng Premier League,1991,12,7,543,6,0,0,0,0,4,0,0,0,0.4,0.5,9,37,3,0,396,7,78,228,95,308,359,9,1.49,0,2,10,3,2,5,15,2
1223,Jesse Joronen,fi FIN,GK,Venezia,it Serie A,1993,8,7,703,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,290,327,0,0,223,302,0,0,0,1,0,0,0,0,0,4
1224,Jota,pt POR,"FW,MF",Rennes,fr Ligue 1,1999,9,3,334,3.7,1,0,1,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0,172,1,13,65,95,95,132,7,1.89,1,0,5,2,1,3,8,2
1225,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,1996,17,10,821,9.1,5,3,8,0,1,0,6.1,6.1,1.7,7.8,30,23,64,0.33,341,4,25,134,189,159,223,28,3.07,7,0,7,4,5,6,13,5
1226,Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,2003,18,8,790,8.8,0,2,2,0,1,0,0.6,0.6,2.4,3,38,14,75,0.23,340,12,59,114,179,130,209,29,3.3,3,0,12,10,13,8,20,17
1227,Luka Jović,rs SRB,FW,Milan,it Serie A,1997,7,1,127,1.4,0,0,0,0,1,0,0.4,0.4,0.2,0.5,2,5,10,0,37,2,3,17,17,22,29,2,1.42,0,0,0,0,1,1,1,1
1228,Juanmi,es ESP,"FW,MF",Getafe,es La Liga,1993,5,4,330,3.7,0,0,0,0,1,0,0.8,0.8,0,0.8,1,1,14,0,115,0,10,59,47,52,76,3,0.82,0,0,8,6,3,2,10,3
1229,Juanmi,es ESP,"FW,MF",Betis,es La Liga,1993,11,2,244,2.7,0,0,0,0,2,0,0.7,0.7,0.4,1,4,4,18,0,109,3,23,46,41,58,70,5,1.84,0,0,7,4,4,1,8,4
1230,Juanpe,es ESP,DF,Girona,es La Liga,1991,8,7,597,6.6,0,0,0,0,2,0,0,0,0.1,0.1,2,25,0,0,570,74,330,231,12,427,488,2,0.3,0,1,8,5,14,8,16,45
1231,Jubal,br BRA,DF,Auxerre,fr Ligue 1,1993,21,21,1837,20.4,5,0,5,3,5,0,4.9,1.7,0.6,2.3,1,23,2,0,972,170,574,364,39,575,683,11,0.54,1,1,48,31,45,16,64,144
1232,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,1991,23,18,1684,18.7,0,0,0,0,1,0,0,0,0.1,0.1,17,116,6,0,1558,202,814,687,68,1250,1393,12,0.64,1,1,32,20,21,24,56,69
1233,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,2001,7,6,558,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,157,189,4,0,131,174,0,0,0,0,0,0,0,0,0,8
1234,Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,2000,21,21,1728,19.2,9,2,11,0,4,0,6.1,6.1,2.2,8.4,53,77,123,0.1,780,7,89,345,363,356,492,56,2.92,6,0,38,18,12,6,44,9
1235,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,2000,20,18,1624,18,9,5,14,2,6,1,7.7,6.3,5.5,11.8,120,57,192,0.28,887,3,46,255,601,463,622,95,5.26,12,1,17,8,5,2,19,1
1236,Josip Juranović,hr CRO,"DF,MF",Union Berlin,de Bundesliga,1995,10,7,630,7,0,0,0,0,2,0,0,0,1.5,1.5,13,38,27,0,433,21,110,177,154,242,376,37,5.3,1,1,12,6,7,2,14,20
1237,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,2000,9,4,406,4.5,0,0,0,0,0,0,0.1,0.1,0.8,0.9,11,18,35,0,351,11,83,135,135,217,310,16,3.55,0,0,5,3,3,3,8,11
1238,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,1996,21,14,1353,15,0,0,0,0,7,1,0.7,0.7,0.3,1,3,44,6,0,767,74,342,385,50,505,593,5,0.33,1,0,41,20,24,16,57,46
1239,James Justin,eng ENG,DF,Leicester City,eng Premier League,1998,25,25,2109,23.4,2,1,3,0,3,0,1.5,1.5,0.5,2,32,62,69,0.04,1417,107,501,634,291,863,1113,27,1.15,1,2,43,26,33,34,77,104
1240,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,2002,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,174,201,1,0,158,189,1,0.17,0,3,0,0,0,0,0,0
1241,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,2001,9,0,201,2.2,0,0,0,0,1,0,0.3,0.3,0,0.3,2,11,5,0,126,6,34,70,23,66,87,6,2.69,0,1,9,4,4,2,11,5
1242,Yusuf Kabadayı,de GER,"FW,MF",Augsburg,de Bundesliga,2004,5,0,71,0.8,1,0,1,0,0,0,0.6,0.6,0,0.7,2,3,8,0,42,0,2,16,25,16,25,4,5.07,0,0,1,0,1,0,1,0
1243,Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,2006,4,1,125,1.4,0,0,0,0,2,1,0,0,0.1,0.1,4,5,1,0,105,0,26,65,15,83,91,2,1.44,0,0,5,3,1,1,6,3
1244,Christian Kabasele,be BEL,DF,Udinese,it Serie A,1991,13,9,916,10.2,1,0,1,0,0,0,0.8,0.8,0.2,1,9,40,7,0,610,73,260,301,50,431,504,11,1.08,0,1,12,7,9,10,22,44
1245,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,2001,8,2,227,2.5,0,0,0,0,0,0,0.4,0.4,0.6,1,13,6,29,0,200,12,54,70,81,111,142,8,3.17,2,0,6,3,7,2,8,7
1246,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,2004,12,8,634,7,1,1,2,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.14,317,7,78,156,92,177,232,22,3.12,5,0,17,11,11,3,20,2
1247,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,1992,16,11,966,10.7,0,0,0,0,5,0,0.3,0.3,1.1,1.4,6,26,55,0,609,31,164,238,209,351,516,25,2.33,1,1,17,9,9,13,30,33
1248,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,1996,8,6,475,5.3,1,2,3,0,1,0,1.6,1.6,1,2.5,4,16,25,0.38,211,5,37,100,79,110,149,17,3.22,2,0,13,7,3,5,18,8
1249,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,1999,6,5,385,4.3,1,0,1,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0,231,13,71,91,72,144,175,13,3.03,2,0,10,6,2,8,18,17
1250,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,2002,23,22,1813,20.1,11,0,11,5,2,0,10.3,5,1.1,6.1,28,49,122,0,590,10,44,274,278,315,402,32,1.59,3,0,14,10,6,3,17,8
1251,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,2000,20,18,1637,18.2,1,0,1,0,2,0,0.7,0.7,0.2,0.8,27,73,9,0,1716,149,728,905,93,1478,1574,22,1.21,1,1,25,13,23,12,37,49
1252,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,fr Ligue 1,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,18,0,2,5,11,9,11,0,0,0,0,0,0,0,1,1,1
1253,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,1996,23,10,967,10.7,0,0,0,0,2,1,0.7,0.7,1.1,1.8,16,58,39,0,601,13,112,324,169,379,479,35,3.26,2,0,34,17,16,13,47,8
1254,Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,2000,19,8,790,8.8,0,1,1,0,3,0,0.4,0.4,0.8,1.1,18,27,50,0.11,471,13,84,243,148,304,371,16,1.82,1,0,25,12,3,7,32,19
1255,Boubacar Kamara,fr FRA,"MF,DF",Aston Villa,eng Premier League,1999,16,13,1051,11.7,0,0,0,0,2,0,0.3,0.3,0.3,0.5,11,57,3,0,733,70,231,419,88,554,615,16,1.37,2,3,40,15,12,13,53,32
1256,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,1995,13,8,662,7.4,0,1,1,0,0,0,0.2,0.2,0.2,0.3,5,34,22,0.14,476,11,70,309,101,372,412,20,2.72,2,0,23,11,7,7,30,7
1257,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,1994,21,16,1326,14.7,1,3,4,0,6,1,0.7,0.7,1.6,2.4,37,41,69,0.2,840,48,271,326,255,539,688,33,2.24,5,0,27,21,14,19,46,34
1258,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,2004,8,7,582,6.5,0,0,0,0,0,1,0.2,0.2,0,0.2,1,8,0,0,332,63,212,113,8,237,277,1,0.15,0,0,9,6,4,5,14,29
1259,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,2002,13,8,724,8,0,1,1,0,2,0,0.6,0.6,1.9,2.5,19,23,30,0.12,354,18,69,153,139,209,275,24,2.98,3,1,12,6,12,9,21,16
1260,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,1990,21,15,1331,14.8,1,0,1,0,4,0,0.8,0.8,1.4,2.1,17,97,28,0,1186,30,215,735,246,948,1060,42,2.84,5,0,26,18,21,23,49,22
1261,Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,2,6,0,3,6,0,0,0,0,0,0,0,0,0,1
1262,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,1993,22,21,1731,19.2,21,7,28,9,4,0,16.1,9.1,3.3,12.5,20,65,105,0.36,667,11,57,245,368,374,472,64,3.33,16,0,7,6,9,2,9,7
1263,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,2001,24,14,1320,14.7,6,5,11,0,1,0,2.9,2.9,4.7,7.7,44,113,107,0.34,1136,10,80,462,601,870,1001,82,5.6,5,1,20,13,8,2,22,3
1264,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,1998,22,10,893,9.9,0,1,1,0,2,0,1.2,1.2,0.9,2.1,30,23,71,0.1,346,7,43,127,179,162,242,23,2.31,2,0,5,2,6,2,7,4
1265,Atakan Karazor,,MF,Stuttgart,de Bundesliga,1996,22,21,1730,19.2,1,2,3,0,8,1,1.2,1.2,1.7,2.9,11,92,19,0.1,1433,52,290,911,241,1099,1263,25,1.3,4,1,40,19,28,21,61,28
1266,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,1998,7,3,298,3.3,1,0,1,0,1,0,0.7,0.7,0.1,0.8,6,6,31,0,128,1,14,48,68,72,96,9,2.72,1,0,1,0,4,0,1,3
1267,Jesper Karlsson,se SWE,FW,Lecce,it Serie A,1998,8,2,221,2.5,0,0,0,0,1,0,0.4,0.4,0.4,0.8,6,7,16,0,114,0,10,43,61,67,94,8,3.24,0,0,2,1,1,0,2,0
1268,Jesper Karlström,se SWE,MF,Udinese,it Serie A,1995,26,25,2217,24.6,0,2,2,0,5,0,0.5,0.5,0.8,1.3,12,94,28,0.08,1284,79,378,763,155,886,1074,35,1.42,2,2,43,24,20,26,69,67
1269,Lior Kasa,il ISR,"MF,FW",Genoa,it Serie A,2005,5,1,155,1.7,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,6,5,0,74,4,17,35,23,39,46,5,2.92,0,0,3,3,4,2,5,2
1270,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,1998,19,8,729,8.1,1,1,2,0,2,0,0.7,0.7,1.5,2.2,7,27,21,0.12,338,7,56,169,118,174,247,20,2.47,2,0,21,14,14,7,28,4
1271,Mikkel Kaufmann,dk DEN,FW,Heidenheim,de Bundesliga,2001,9,3,372,4.1,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,10,21,0,139,6,19,71,51,45,91,12,2.92,1,0,6,4,5,2,8,7
1272,Michael Kayode,it ITA,DF,Brentford,eng Premier League,2004,4,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,2,1,6,0,32,1,10,9,13,18,29,3,8.18,0,0,1,1,0,1,2,1
1273,Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,2004,5,1,127,1.4,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,8,6,0,88,5,30,34,24,43,68,4,2.83,0,0,1,1,3,2,3,7
1274,Moise Kean,it ITA,FW,Fiorentina,it Serie A,2000,24,23,1993,22.1,15,2,17,1,5,0,13,11.5,1.7,13.2,29,22,105,0.09,505,21,37,212,268,167,235,41,1.85,3,1,6,4,8,2,8,19
1275,Michael Keane,eng ENG,DF,Everton,eng Premier League,1993,10,9,813,9,2,0,2,0,4,0,0.4,0.4,0.1,0.5,1,12,3,0,409,78,226,167,18,253,309,6,0.66,0,0,10,7,9,10,20,50
1276,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,2002,21,16,1354,15,1,0,1,0,4,0,1.2,1.2,1,2.2,28,58,59,0,659,21,147,359,167,393,493,31,2.06,2,1,42,26,17,15,57,21
1277,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,1996,20,20,1800,20,4,0,4,0,0,0,1.2,1.2,0.3,1.4,9,101,2,0,1578,146,689,849,46,1224,1370,20,1,3,1,34,22,15,28,62,88
1278,Abdoulaye Keita,es ESP,"FW,MF",Getafe,es La Liga,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,41,3,10,19,12,15,27,1,0.95,0,0,2,2,1,0,2,3
1279,Mandela Keita,be BEL,MF,Parma,it Serie A,2002,19,13,919,10.2,0,1,1,0,6,1,0,0,0.9,0.9,7,27,4,0.1,468,22,112,283,83,345,381,24,2.35,1,1,28,15,10,7,35,14
1280,Yannik Keitel,de GER,MF,Stuttgart,de Bundesliga,2000,8,1,157,1.7,0,0,0,0,1,0,0.4,0.4,0,0.4,2,8,2,0,139,3,22,92,26,98,119,2,1.15,0,0,5,4,3,2,7,3
1281,Andu Kelati,de GER,"MF,DF",Holstein Kiel,de Bundesliga,2002,8,2,288,3.2,1,1,2,0,2,1,0.9,0.9,0.8,1.7,3,19,11,0.31,159,4,30,90,43,95,123,9,2.81,1,0,7,4,4,3,10,3
1282,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,1998,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,230,308,1,0,221,296,3,0.37,1,2,0,0,0,0,0,0
1283,Thomas Keller,de GER,"DF,MF",Heidenheim,de Bundesliga,1999,3,2,121,1.3,0,0,0,0,2,0,0,0,0,0,0,6,0,0,96,10,48,45,3,56,72,1,0.75,0,0,6,5,3,4,10,10
1284,Lloyd Kelly,eng ENG,DF,Newcastle Utd,eng Premier League,1998,10,4,303,3.4,0,1,1,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.3,215,26,105,94,19,146,181,2,0.59,1,0,5,4,6,1,6,17
1285,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,1998,3,2,225,2.5,0,0,0,0,1,0,0.2,0.2,0,0.2,2,6,0,0,181,17,59,116,6,138,158,1,0.4,0,0,2,1,1,0,2,10
1286,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,2004,15,11,922,10.2,1,0,1,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0,549,16,117,331,105,351,465,21,2.05,2,0,10,4,14,6,16,15
1287,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,1995,22,21,1850,20.6,0,0,0,0,5,1,0.9,0.9,1.1,2,14,65,1,0,1416,208,712,649,62,1044,1206,29,1.41,1,2,24,15,22,29,53,91
1288,Kenedy,br BRA,"MF,FW",Valladolid,es La Liga,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,1,4,1,2,0,0,0,0,0,0,1,0,0,0
1289,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,2002,16,7,657,7.3,1,0,1,0,4,0,0.4,0.4,0.4,0.8,1,12,11,0,307,28,111,151,46,149,204,5,0.68,1,0,25,16,10,3,28,23
1290,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,2003,27,27,2357,26.2,2,4,6,0,4,0,0.5,0.4,2.9,3.3,69,119,135,0.15,1490,84,382,632,492,927,1206,58,2.21,7,2,35,19,26,33,68,81
